Team,Game_ID,Home,Average Starting Field Position,Big Plays,Median Pass Yards,Median Rush Yards,Number Of Runs,Sacks,Time Of Possession,Total Points
KC,2010101002,False,19.875,3.0,4.0,4.0,27.0,1.0,1535.0,9.0
GB,2010101003,False,23.538461538461533,9.0,3.0,6.0,17.0,4.0,1960.0,13.0
STL,2010101004,False,25.36363636363636,6.0,0.0,4.0,28.0,1.0,1995.0,6.0
CHI,2010101005,False,35.58333333333333,4.0,0.0,2.0,41.0,3.0,1819.0,23.0
TB,2010101006,False,23.200000000000003,9.0,3.5,3.0,21.0,3.0,1825.0,23.0
NYG,2010101008,False,21.0,7.0,6.0,4.0,29.0,0.0,2320.0,34.0
ATL,2010101007,False,22.0,5.0,2.0,3.0,29.0,2.0,1806.0,19.0
NO,2010101009,False,20.58333333333333,6.0,3.0,4.0,21.0,1.0,1796.0,20.0
TEN,2010101010,False,29.125,7.0,0.0,3.0,25.0,3.0,1396.0,34.0
SD,2010101011,False,27.5,12.0,5.0,2.0,26.0,3.0,1962.0,27.0
PHI,2010101012,False,28.875,8.0,5.0,3.0,25.0,4.0,1843.0,28.0
MIN,2010101100,False,27.200000000000003,10.0,0.0,2.0,23.0,4.0,1565.0,20.0
MIA,2010101700,False,31.36363636363636,6.0,3.0,4.0,38.0,0.0,2271.0,23.0
SD,2010101701,False,26.727272727272734,7.0,0.0,3.0,17.0,7.0,1597.0,17.0
BAL,2010101702,False,21.66666666666667,5.0,4.5,3.0,34.0,3.0,2414.0,20.0
CLE,2010101703,False,20.555555555555557,8.0,4.0,3.0,22.0,5.0,1684.0,10.0
KC,2010101704,False,26.5,8.0,4.0,4.5,38.0,1.0,2008.0,31.0
DET,2010101705,False,25.181818181818187,5.0,2.0,1.0,21.0,2.0,1638.0,20.0
ATL,2010101706,False,21.5,6.0,1.0,3.0,19.0,3.0,1557.0,17.0
NO,2010101708,False,20.400000000000006,8.0,6.0,4.0,31.0,0.0,1889.0,31.0
SEA,2010101707,False,34.375,5.0,5.0,3.0,28.0,0.0,2063.0,23.0
NYJ,2010101709,False,27.66666666666667,6.0,3.0,3.0,29.0,2.0,1778.0,24.0
OAK,2010101710,False,21.08333333333333,3.0,0.0,2.0,29.0,2.0,1599.0,9.0
DAL,2010101711,False,17.700000000000003,6.0,3.5,3.0,28.0,0.0,1930.0,21.0
IND,2010101712,False,25.400000000000006,10.0,5.0,4.0,28.0,1.0,1650.0,27.0
TEN,2010101800,False,26.400000000000006,6.0,9.0,2.0,38.0,0.0,1965.0,30.0
CIN,2010102400,False,20.299999999999997,7.0,6.0,3.0,21.0,3.0,1822.0,32.0
PIT,2010102401,False,28.33333333333333,8.0,4.5,2.5,24.0,3.0,1849.0,23.0
BUF,2010102402,False,25.58333333333333,10.0,5.0,3.0,34.0,1.0,2316.0,34.0
JAC,2010102403,False,25.555555555555557,7.0,1.0,2.0,23.0,1.0,1560.0,20.0
CLE,2010102404,False,36.625,2.0,1.5,3.0,24.0,1.0,1466.0,28.0
WAS,2010102405,False,37.4,7.0,1.5,2.0,24.0,2.0,1752.0,16.0
SF,2010102406,False,23.444444444444443,7.0,0.0,4.0,22.0,2.0,1435.0,19.0
PHI,2010102408,False,30.5,4.0,3.0,3.0,24.0,1.0,1990.0,19.0
STL,2010102407,False,26.66666666666667,4.0,0.0,3.0,31.0,1.0,1721.0,17.0
ARI,2010102409,False,33.099999999999994,5.0,0.0,4.5,20.0,2.0,1337.0,10.0
NE,2010102410,False,31.66666666666667,3.0,1.0,2.0,22.0,4.0,1535.0,23.0
OAK,2010102411,False,32.7,14.0,5.5,4.0,50.0,2.0,2319.0,58.0
MIN,2010102412,False,28.57142857142857,7.0,2.0,4.0,36.0,1.0,1864.0,24.0
NYG,2010102500,False,33.5,12.0,5.0,3.0,36.0,1.0,2251.0,41.0
DEN,2010103100,False,22.0,9.0,3.0,3.0,17.0,4.0,1576.0,16.0
JAC,2010103101,False,25.285714285714292,7.0,9.0,2.0,34.0,3.0,1955.0,35.0
MIA,2010103102,False,27.727272727272734,8.0,3.0,3.0,28.0,0.0,2009.0,22.0
BUF,2010103103,False,20.900000000000006,5.0,0.0,3.0,33.0,3.0,2362.0,10.0
WAS,2010103104,False,32.9375,5.0,0.0,4.0,19.0,7.0,1670.0,25.0
CAR,2010103105,False,20.900000000000006,3.0,4.0,1.0,17.0,3.0,1412.0,10.0
GB,2010103106,False,24.5,3.0,0.0,2.0,25.0,2.0,1717.0,9.0
TEN,2010103107,False,33.25,10.0,0.0,1.0,19.0,0.0,1333.0,25.0
MIN,2010103108,False,30.400000000000006,8.0,6.5,4.0,28.0,1.0,2108.0,18.0
TB,2010103109,False,19.66666666666667,10.0,5.0,2.0,30.0,2.0,1782.0,36.0
SEA,2010103110,False,30.92307692307692,4.0,0.0,1.0,19.0,8.0,1436.0,3.0
PIT,2010103111,False,26.77777777777777,6.0,2.0,3.0,20.0,3.0,1554.0,10.0
HOU,2010110100,False,25.818181818181813,4.0,1.5,4.5,18.0,3.0,1415.0,17.0
NYJ,2010110700,False,29.64285714285714,7.0,2.0,3.0,30.0,1.0,867.0,23.0
MIA,2010110701,False,19.714285714285708,5.0,2.5,2.0,17.0,2.0,1297.0,10.0
NE,2010110702,False,23.0,4.0,0.0,3.0,19.0,1.0,1314.0,14.0
SD,2010110703,False,22.75,4.0,10.5,3.0,23.0,1.0,1571.0,29.0
CHI,2010110704,False,24.57142857142857,6.0,2.0,2.0,29.0,1.0,,22.0
ARI,2010110705,False,28.099999999999994,5.0,0.0,1.0,21.0,6.0,1633.0,23.0
TB,2010110706,False,32.0,4.0,0.0,2.0,27.0,1.0,1554.0,21.0
NO,2010110707,False,30.888888888888886,6.0,4.0,2.0,32.0,1.0,2081.0,33.0
NYG,2010110708,False,43.5,7.0,7.5,4.0,43.0,0.0,2554.0,41.0
IND,2010110709,False,26.16666666666667,4.0,3.0,3.0,19.0,3.0,1690.0,24.0
KC,2010110710,False,27.727272727272734,5.0,1.5,3.0,34.0,3.0,1990.0,20.0
DAL,2010110711,False,35.0,2.0,0.0,2.0,14.0,4.0,1324.0,7.0
PIT,2010110800,False,37.6,7.0,5.0,2.0,30.0,1.0,1939.0,27.0
BAL,2010111100,False,20.799999999999997,8.0,4.5,4.5,20.0,2.0,1491.0,21.0
DET,2010111406,False,25.900000000000006,10.0,2.5,2.0,26.0,1.0,1944.0,12.0
CAR,2010111405,False,32.90909090909091,6.0,2.0,2.0,31.0,2.0,1720.0,16.0
HOU,2010111403,False,17.75,9.0,8.0,2.0,21.0,0.0,1470.0,24.0
CIN,2010111402,False,25.66666666666667,6.0,5.0,2.0,20.0,3.0,2049.0,17.0
NYJ,2010111401,False,34.272727272727266,6.0,4.5,3.0,45.0,2.0,2820.0,26.0
TEN,2010111400,False,28.099999999999994,4.0,0.0,3.0,25.0,2.0,1616.0,17.0
MIN,2010111404,False,28.888888888888886,2.0,3.0,1.0,22.0,0.0,1521.0,13.0
KC,2010111407,False,25.700000000000003,11.0,4.0,2.0,22.0,4.0,1911.0,29.0
STL,2010111410,False,25.0,5.0,3.0,2.5,24.0,3.0,1203.0,20.0
SEA,2010111409,False,29.5,10.0,6.0,1.0,27.0,2.0,2105.0,36.0
DAL,2010111408,False,29.555555555555557,8.0,1.0,3.0,25.0,1.0,,32.0
NE,2010111411,False,39.2,8.0,7.0,2.5,24.0,0.0,1888.0,39.0
PHI,2010111500,False,25.090909090909093,13.0,4.0,4.0,37.0,1.0,2291.0,58.0
CHI,2010111800,False,22.625,2.0,5.0,2.0,39.0,3.0,2271.0,16.0
BAL,2010112100,False,35.84615384615384,7.0,6.5,3.0,31.0,3.0,2073.0,35.0
ARI,2010112109,False,22.090909090909093,8.0,3.0,3.5,20.0,2.0,1942.0,13.0
WAS,2010112108,False,28.545454545454547,11.0,4.0,3.0,33.0,3.0,1496.0,19.0
GB,2010112106,False,25.14285714285714,5.0,6.0,2.0,30.0,3.0,1996.0,31.0
DET,2010112105,False,27.0,4.0,4.0,3.5,20.0,3.0,1796.0,19.0
CLE,2010112104,False,20.57142857142857,5.0,0.0,3.0,25.0,6.0,1712.0,19.0
HOU,2010112101,False,20.818181818181813,7.0,2.5,2.0,26.0,1.0,1541.0,27.0
BUF,2010112102,False,27.714285714285708,10.0,3.0,2.0,25.0,1.0,1671.0,48.0
OAK,2010112103,False,22.35714285714286,2.0,0.0,3.0,16.0,6.0,1633.0,3.0
ATL,2010112110,False,33.66666666666667,5.0,5.5,2.0,31.0,0.0,2128.0,34.0
SEA,2010112107,False,26.57142857142857,5.0,7.0,3.0,17.0,0.0,1574.0,19.0
TB,2010112111,False,21.714285714285708,4.0,5.0,3.0,41.0,2.0,2184.0,21.0
IND,2010112112,False,20.111111111111114,9.0,6.0,1.0,20.0,0.0,1761.0,28.0
NYG,2010112113,False,24.400000000000006,4.0,2.0,2.0,19.0,0.0,1556.0,17.0
DEN,2010112200,False,25.0,4.0,0.0,4.0,15.0,5.0,1541.0,14.0
NE,2010112500,False,23.42857142857143,9.0,8.5,4.0,23.0,1.0,1735.0,45.0
NO,2010112501,False,23.5,7.0,4.0,4.0,18.0,2.0,1519.0,30.0
CIN,2010112502,False,27.08333333333333,2.0,0.0,1.0,19.0,3.0,2491.0,10.0
MIN,2010112803,False,24.900000000000006,4.0,5.0,4.0,35.0,2.0,1962.0,17.0
CAR,2010112807,False,23.375,6.0,0.0,5.0,27.0,3.0,1692.0,22.0
PIT,2010112801,False,20.111111111111114,8.0,4.0,3.0,45.0,5.0,,19.0
JAC,2010112800,False,27.0,5.0,0.0,4.5,34.0,4.0,2127.0,20.0
TEN,2010112802,False,26.33333333333333,3.0,0.0,1.0,12.0,1.0,1219.0,0.0
GB,2010112805,False,17.22222222222223,8.0,7.0,3.0,22.0,1.0,1700.0,17.0
KC,2010112808,False,28.66666666666667,9.0,6.5,4.0,46.0,0.0,2463.0,42.0
MIA,2010112809,False,35.25,11.0,3.0,2.0,46.0,3.0,2498.0,33.0
TB,2010112806,False,20.090909090909093,3.0,0.0,3.5,22.0,0.0,1738.0,10.0
PHI,2010112804,False,34.8,9.0,5.0,3.5,22.0,4.0,1901.0,26.0
STL,2010112810,False,31.58333333333333,10.0,2.0,2.0,34.0,2.0,2056.0,36.0
SD,2010112811,False,32.85714285714286,3.0,7.0,2.5,32.0,2.0,2138.0,34.0
SF,2010112900,False,29.77777777777777,6.0,0.0,4.0,46.0,1.0,2326.0,27.0
HOU,2010120200,False,20.700000000000003,9.0,7.0,3.0,26.0,2.0,1691.0,24.0
BUF,2010120500,False,26.125,5.0,0.5,3.0,23.0,1.0,1563.0,13.0
NO,2010120508,False,24.77777777777777,8.0,6.0,3.5,22.0,2.0,1647.0,34.0
SF,2010120506,False,33.2,6.0,0.0,3.0,22.0,4.0,1369.0,16.0
CHI,2010120505,False,25.22222222222223,5.0,7.0,4.0,25.0,4.0,1990.0,24.0
WAS,2010120504,False,30.15384615384616,8.0,2.0,3.0,16.0,4.0,1531.0,7.0
DEN,2010120503,False,21.33333333333333,8.0,0.0,4.0,23.0,4.0,1366.0,6.0
JAC,2010120502,False,25.599999999999994,3.0,5.5,4.5,50.0,1.0,2394.0,17.0
CLE,2010120501,False,19.900000000000006,5.0,3.0,2.0,18.0,2.0,1760.0,13.0
OAK,2010120509,False,34.28571428571429,6.0,4.0,4.0,52.0,1.0,2319.0,28.0
CAR,2010120512,False,27.555555555555557,3.0,0.0,3.0,30.0,3.0,1830.0,14.0
STL,2010120511,False,26.875,4.0,4.0,2.0,36.0,2.0,2002.0,19.0
DAL,2010120510,False,28.900000000000006,6.0,5.0,3.0,45.0,2.0,2394.0,36.0
ATL,2010120507,False,33.91666666666667,5.0,0.0,3.0,24.0,0.0,1680.0,28.0
PIT,2010120513,False,24.111111111111114,5.0,2.0,2.0,23.0,3.0,2048.0,13.0
NYJ,2010120600,False,29.545454545454547,5.0,1.0,4.0,31.0,1.0,1739.0,3.0
IND,2010120900,False,23.75,6.0,5.0,2.5,32.0,1.0,1951.0,30.0
OAK,2010121203,False,23.16666666666667,8.0,7.5,3.0,25.0,3.0,1805.0,31.0
ATL,2010121207,False,25.099999999999994,5.0,3.0,3.0,36.0,3.0,2090.0,31.0
CLE,2010121201,False,31.0,2.0,1.0,4.0,25.0,1.0,,6.0
CIN,2010121202,False,23.599999999999994,2.0,3.0,1.0,13.0,3.0,1529.0,7.0
TB,2010121204,False,34.599999999999994,6.0,5.0,3.0,25.0,1.0,1727.0,17.0
GB,2010121205,False,23.200000000000003,5.0,3.0,2.0,20.0,4.0,1752.0,3.0
STL,2010121208,False,31.75,10.0,0.0,4.0,24.0,3.0,1619.0,13.0
SEA,2010121209,False,34.69230769230769,5.0,5.0,3.0,22.0,1.0,1747.0,21.0
NE,2010121200,False,31.16666666666667,10.0,5.0,3.0,32.0,3.0,2381.0,35.0
KC,2010121212,False,26.875,0.0,0.0,2.0,17.0,4.0,1190.0,0.0
DEN,2010121211,False,23.08333333333333,5.0,0.0,4.0,31.0,1.0,1770.0,13.0
MIA,2010121210,False,23.25,1.0,0.0,3.0,30.0,5.0,1572.0,10.0
PHI,2010121213,False,25.400000000000006,8.0,0.0,4.0,24.0,2.0,1671.0,30.0
NYG,2010121301,False,24.16666666666667,5.0,2.0,3.0,28.0,1.0,1950.0,21.0
BAL,2010121300,False,36.54545454545455,5.0,4.5,2.0,24.0,5.0,1878.0,34.0
SF,2010121600,False,26.599999999999994,4.0,2.0,3.0,15.0,6.0,1369.0,7.0
KC,2010121900,False,29.0,6.0,0.0,3.0,39.0,3.0,1904.0,27.0
NO,2010121909,False,27.090909090909093,5.0,3.0,2.0,14.0,3.0,1702.0,24.0
DET,2010121908,False,24.555555555555557,11.0,4.0,5.0,28.0,0.0,1081.0,23.0
ARI,2010121907,False,29.555555555555557,4.0,0.0,2.5,18.0,3.0,1384.0,12.0
PHI,2010121906,False,24.307692307692307,8.0,4.0,4.5,20.0,3.0,1590.0,37.0
BUF,2010121901,False,27.83333333333333,6.0,6.5,2.0,27.0,2.0,1717.0,17.0
CLE,2010121902,False,29.57142857142857,7.0,5.0,3.0,14.0,4.0,1310.0,17.0
JAC,2010121903,False,27.090909090909093,6.0,5.0,3.0,22.0,1.0,1822.0,23.0
HOU,2010121904,False,26.33333333333333,4.0,4.0,1.0,17.0,4.0,1942.0,17.0
WAS,2010121905,False,21.599999999999994,9.0,2.0,3.5,14.0,5.0,1466.0,30.0
ATL,2010121910,False,31.0,3.0,2.5,2.5,34.0,1.0,2107.0,33.0
DEN,2010121912,False,24.818181818181813,7.0,0.0,1.0,33.0,2.0,1563.0,23.0
NYJ,2010121911,False,37.666666666666664,1.0,4.0,2.0,27.0,1.0,1722.0,22.0
GB,2010121913,False,31.83333333333333,1.0,3.5,3.5,38.0,5.0,2441.0,27.0
CHI,2010122000,False,46.0,4.0,6.0,2.0,32.0,1.0,1882.0,39.0
CAR,2010122300,False,32.125,0.0,0.0,3.0,22.0,4.0,1476.0,3.0
DAL,2010122500,False,23.545454545454547,6.0,1.5,4.0,34.0,5.0,2284.0,26.0
BAL,2010122602,False,24.66666666666667,3.0,2.5,4.0,37.0,1.0,1906.0,20.0
TEN,2010122603,False,29.25,7.0,0.0,1.0,15.0,3.0,1245.0,14.0
NE,2010122601,False,43.8,3.0,3.0,5.0,38.0,1.0,,34.0
NYJ,2010122600,False,35.55555555555556,6.0,6.5,3.0,30.0,0.0,2041.0,33.0
SF,2010122606,False,22.08333333333333,8.0,0.0,3.0,21.0,4.0,1612.0,16.0
WAS,2010122608,False,29.909090909090907,2.0,0.0,2.0,24.0,1.0,1788.0,20.0
DET,2010122607,False,26.454545454545453,5.0,0.0,2.0,21.0,2.0,1365.0,33.0
HOU,2010122609,False,20.77777777777777,6.0,5.0,2.0,22.0,0.0,1690.0,23.0
IND,2010122610,False,29.07692307692308,7.0,4.5,4.0,37.0,0.0,1799.0,31.0
SD,2010122612,False,26.799999999999997,3.0,6.0,2.0,22.0,1.0,1791.0,20.0
NYG,2010122611,False,27.384615384615387,8.0,1.5,3.0,21.0,1.0,1379.0,17.0
SEA,2010122605,False,31.299999999999997,2.0,2.0,2.0,27.0,3.0,1712.0,15.0
NO,2010122700,False,22.0,6.0,4.5,2.0,22.0,1.0,2195.0,17.0
MIN,2010122800,False,24.5,8.0,3.0,3.0,31.0,2.0,1821.0,23.0
CAR,2011010211,False,23.090909090909093,6.0,0.0,3.0,19.0,3.0,1470.0,10.0
PIT,2011010203,False,29.0,5.0,7.5,3.0,30.0,2.0,1992.0,41.0
MIN,2011010209,False,25.77777777777777,2.0,2.0,3.0,24.0,3.0,1748.0,12.0
CIN,2011010202,False,25.454545454545453,3.0,6.5,2.0,31.0,0.0,2082.0,7.0
MIA,2011010200,False,30.299999999999997,6.0,0.0,2.5,16.0,5.0,1421.0,7.0
BUF,2011010201,False,21.615384615384613,1.0,0.0,2.5,18.0,3.0,1465.0,6.0
OAK,2011010206,False,20.66666666666667,7.0,4.0,3.0,36.0,4.0,2008.0,30.0
TB,2011010212,False,24.285714285714292,5.0,6.5,4.0,22.0,3.0,1743.0,23.0
CHI,2011010210,False,20.454545454545453,4.0,0.0,4.0,20.0,6.0,1840.0,3.0
NYG,2011010208,False,26.14285714285714,5.0,0.0,2.0,29.0,0.0,1940.0,17.0
TEN,2011010205,False,27.299999999999997,7.0,6.0,2.0,24.0,1.0,1877.0,20.0
JAC,2011010204,False,27.444444444444443,4.0,0.0,4.0,35.0,2.0,1848.0,17.0
DAL,2011010207,False,21.400000000000006,6.0,0.0,4.0,33.0,2.0,1750.0,13.0
SD,2011010213,False,36.111111111111114,11.0,0.0,2.0,31.0,5.0,2065.0,33.0
ARI,2011010214,False,29.14285714285714,4.0,0.0,3.0,22.0,6.0,1968.0,7.0
STL,2011010215,False,22.91666666666667,2.0,0.0,3.0,15.0,3.0,1515.0,6.0
NO,2011090800,False,27.200000000000003,11.0,6.0,3.0,21.0,3.0,1626.0,33.0
PIT,2011091100,False,26.0,5.0,0.0,3.0,16.0,4.0,1645.0,7.0
PHI,2011091107,False,19.285714285714292,13.0,0.0,5.0,29.0,3.0,1814.0,30.0
DET,2011091106,False,24.875,6.0,8.5,3.0,35.0,0.0,2185.0,27.0
ATL,2011091105,False,24.692307692307693,7.0,4.0,2.5,14.0,5.0,1605.0,12.0
BUF,2011091104,False,37.45454545454545,7.0,5.0,3.0,38.0,1.0,2222.0,41.0
TEN,2011091103,False,23.799999999999997,5.0,3.0,3.0,13.0,2.0,1222.0,14.0
IND,2011091102,False,26.299999999999997,6.0,0.0,2.0,16.0,3.0,1396.0,7.0
CIN,2011091101,False,30.5,6.0,0.0,3.0,31.0,4.0,1823.0,27.0
MIN,2011091111,False,31.875,3.0,0.0,3.5,26.0,2.0,1363.0,17.0
SEA,2011091110,False,23.84615384615384,2.0,0.0,2.5,22.0,5.0,1726.0,17.0
CAR,2011091109,False,25.099999999999994,9.0,6.0,2.0,27.0,4.0,1967.0,21.0
NYG,2011091108,False,17.818181818181813,6.0,2.0,3.5,20.0,4.0,1644.0,14.0
DAL,2011091112,False,26.07692307692308,6.0,2.5,2.0,25.0,4.0,2030.0,24.0
NE,2011091200,False,30.36363636363636,11.0,6.0,4.0,22.0,1.0,1707.0,38.0
OAK,2011091201,False,27.22222222222223,4.0,3.0,3.0,37.0,1.0,1954.0,23.0
KC,2011091800,False,21.42857142857143,4.0,0.0,3.0,29.0,2.0,1656.0,3.0
OAK,2011091801,False,19.888888888888886,9.0,8.0,3.0,30.0,0.0,1753.0,35.0
SEA,2011091809,False,21.5,1.0,4.0,1.0,13.0,5.0,1276.0,0.0
CHI,2011091808,False,25.33333333333333,7.0,0.0,0.0,12.0,6.0,1426.0,13.0
GB,2011091807,False,28.85714285714286,6.0,6.0,4.0,19.0,1.0,1646.0,30.0
TB,2011091806,False,29.200000000000003,8.0,6.0,4.0,19.0,2.0,1587.0,24.0
ARI,2011091805,False,22.25,4.0,4.0,3.0,15.0,3.0,1286.0,21.0
BAL,2011091802,False,24.200000000000003,3.0,0.0,3.0,17.0,3.0,1448.0,13.0
JAC,2011091803,False,24.83333333333333,4.0,0.0,3.0,27.0,2.0,1569.0,3.0
CLE,2011091804,False,33.5,5.0,4.0,2.0,33.0,1.0,2074.0,27.0
DAL,2011091810,False,21.63636363636364,10.0,5.0,2.0,22.0,1.0,1027.0,27.0
SD,2011091811,False,19.875,10.0,7.0,3.0,24.0,2.0,1858.0,21.0
HOU,2011091813,False,26.285714285714292,6.0,4.0,3.0,35.0,3.0,2046.0,23.0
CIN,2011091812,False,23.0,6.0,4.5,4.0,19.0,2.0,1785.0,22.0
PHI,2011091814,False,32.30769230769231,8.0,7.0,3.0,30.0,0.0,1803.0,31.0
STL,2011091900,False,25.090909090909093,10.0,0.0,2.5,18.0,2.0,1548.0,16.0
JAC,2011092500,False,22.909090909090907,4.0,0.0,2.0,34.0,2.0,1826.0,10.0
HOU,2011092501,False,20.900000000000006,7.0,4.0,2.0,25.0,2.0,1806.0,33.0
SF,2011092507,False,19.700000000000003,3.0,3.0,2.0,29.0,5.0,2120.0,13.0
DET,2011092506,False,28.769230769230774,6.0,5.0,1.0,18.0,5.0,2043.0,26.0
NYG,2011092505,False,21.5,7.0,3.5,2.0,23.0,3.0,1389.0,29.0
DEN,2011092504,False,26.25,2.0,1.5,2.0,23.0,1.0,1746.0,14.0
MIA,2011092503,False,24.75,3.0,8.0,4.0,38.0,5.0,2271.0,16.0
NE,2011092502,False,26.0,11.0,8.0,3.0,26.0,0.0,1875.0,31.0
NYJ,2011092508,False,29.454545454545453,8.0,4.0,1.0,25.0,4.0,2000.0,24.0
BAL,2011092510,False,30.63636363636364,10.0,3.5,3.0,24.0,2.0,1871.0,36.0
KC,2011092509,False,28.57142857142857,6.0,3.0,2.0,27.0,1.0,1517.0,17.0
ATL,2011092513,False,21.5,5.0,2.0,2.0,15.0,4.0,1448.0,13.0
ARI,2011092512,False,24.16666666666667,2.0,5.5,3.5,28.0,3.0,1909.0,10.0
GB,2011092511,False,32.36363636363636,8.0,6.0,2.0,29.0,2.0,2226.0,27.0
PIT,2011092514,False,25.66666666666667,12.0,3.0,2.0,27.0,3.0,2038.0,22.0
WAS,2011092600,False,21.400000000000006,5.0,1.0,3.0,22.0,3.0,1704.0,16.0
BUF,2011100200,False,20.400000000000006,4.0,2.0,3.0,21.0,1.0,1719.0,19.0
TEN,2011100201,False,20.5,6.0,0.0,3.0,29.0,0.0,1387.0,30.0
MIN,2011100208,False,24.22222222222223,8.0,0.5,4.0,30.0,2.0,1930.0,17.0
NO,2011100207,False,21.57142857142857,11.0,5.0,4.0,33.0,3.0,2225.0,23.0
WAS,2011100206,False,22.63636363636364,6.0,3.0,4.0,38.0,0.0,2110.0,17.0
CAR,2011100205,False,24.08333333333333,15.0,3.0,4.0,26.0,0.0,2009.0,29.0
SF,2011100204,False,21.625,9.0,3.0,4.0,24.0,3.0,1732.0,24.0
DET,2011100203,False,28.0,6.0,0.0,3.0,16.0,0.0,1401.0,32.0
PIT,2011100202,False,21.0,7.0,0.0,4.5,22.0,5.0,1697.0,10.0
ATL,2011100210,False,23.375,5.0,5.0,2.0,35.0,0.0,2410.0,30.0
NYG,2011100209,False,27.125,9.0,5.0,2.0,21.0,1.0,1681.0,31.0
MIA,2011100213,False,25.400000000000006,4.0,4.0,3.5,22.0,3.0,1602.0,16.0
NE,2011100212,False,30.5,10.0,3.0,4.0,29.0,1.0,1600.0,31.0
DEN,2011100211,False,24.875,8.0,5.0,4.0,23.0,1.0,1620.0,23.0
NYJ,2011100214,False,25.785714285714292,3.0,0.0,1.0,19.0,2.0,1352.0,16.0
IND,2011100300,False,20.0,7.0,0.0,2.0,18.0,4.0,1260.0,17.0
TEN,2011100900,False,26.444444444444443,6.0,2.0,3.5,18.0,3.0,1656.0,17.0
OAK,2011100901,False,28.92307692307692,8.0,0.0,2.0,22.0,3.0,1535.0,22.0
KC,2011100902,False,25.0,7.0,9.0,4.0,36.0,2.0,1960.0,28.0
CIN,2011100903,False,28.66666666666667,2.0,3.0,2.0,31.0,2.0,1953.0,29.0
SEA,2011100904,False,31.15384615384616,11.0,4.0,3.0,27.0,6.0,1726.0,35.0
ARI,2011100905,False,21.545454545454547,3.0,0.0,3.0,24.0,4.0,1861.0,10.0
NO,2011100906,False,16.625,7.0,6.0,2.0,28.0,2.0,2080.0,30.0
PHI,2011100907,False,23.099999999999994,10.0,4.0,5.0,19.0,1.0,,24.0
TB,2011100908,False,19.0,3.0,0.0,3.0,23.0,3.0,1737.0,3.0
NYJ,2011100909,False,25.818181818181813,4.0,4.0,4.0,25.0,2.0,1565.0,21.0
SD,2011100910,False,26.818181818181813,9.0,4.0,2.0,43.0,5.0,2408.0,29.0
GB,2011100911,False,26.5,7.0,6.0,2.0,19.0,4.0,1991.0,25.0
CHI,2011101000,False,17.0,8.0,4.0,2.5,24.0,3.0,2343.0,13.0
BUF,2011101600,False,21.22222222222223,5.0,5.0,3.0,23.0,3.0,1753.0,24.0
IND,2011101601,False,21.400000000000006,3.0,5.0,3.0,23.0,1.0,1584.0,17.0
JAC,2011101602,False,25.200000000000003,5.0,0.0,3.5,30.0,5.0,1727.0,13.0
PHI,2011101603,False,18.625,9.0,1.5,2.0,35.0,2.0,2288.0,20.0
SF,2011101604,False,32.42857142857143,5.0,0.0,3.0,29.0,2.0,1779.0,25.0
STL,2011101605,False,24.400000000000006,8.0,2.0,5.0,25.0,3.0,1841.0,3.0
CAR,2011101606,False,24.33333333333333,8.0,5.0,4.0,25.0,2.0,1762.0,17.0
CLE,2011101607,False,26.799999999999997,2.0,0.0,3.0,21.0,2.0,1518.0,17.0
HOU,2011101608,False,22.799999999999997,5.0,1.0,3.0,25.0,4.0,1668.0,14.0
NO,2011101609,False,18.181818181818187,9.0,6.0,2.0,20.0,0.0,1713.0,20.0
DAL,2011101610,False,26.0,7.0,7.0,2.0,24.0,2.0,1963.0,16.0
MIN,2011101611,False,21.272727272727266,5.0,4.0,3.0,17.0,5.0,1760.0,10.0
MIA,2011101700,False,26.64285714285714,4.0,0.0,3.0,25.0,4.0,1765.0,6.0
DEN,2011102300,False,24.538461538461533,6.0,0.0,4.0,40.0,7.0,2049.0,18.0
SD,2011102301,False,18.66666666666667,4.0,0.0,2.5,24.0,1.0,1634.0,20.0
HOU,2011102302,False,24.66666666666667,13.0,7.0,3.0,47.0,0.0,2278.0,40.0
ATL,2011102303,False,31.91666666666667,6.0,0.0,2.0,30.0,3.0,2101.0,23.0
WAS,2011102304,False,20.36363636363636,8.0,3.0,3.0,22.0,3.0,1470.0,20.0
CHI,2011102305,False,25.272727272727266,8.0,1.0,3.0,33.0,2.0,1992.0,24.0
SEA,2011102306,False,30.5,1.0,0.0,4.0,17.0,3.0,1024.0,3.0
PIT,2011102307,False,22.77777777777777,6.0,6.5,4.0,26.0,2.0,2147.0,32.0
KC,2011102308,False,19.85714285714286,8.0,0.0,3.0,37.0,0.0,2017.0,26.0
GB,2011102309,False,23.375,8.0,7.0,4.0,25.0,4.0,1926.0,33.0
STL,2011102310,False,22.200000000000003,5.0,2.0,1.0,20.0,1.0,1564.0,7.0
IND,2011102311,False,20.181818181818187,4.0,1.5,2.0,23.0,1.0,1301.0,7.0
BAL,2011102400,False,23.58333333333333,1.0,0.0,2.5,12.0,3.0,1405.0,7.0
MIA,2011103000,False,21.66666666666667,7.0,0.0,4.0,25.0,5.0,1654.0,17.0
JAC,2011103001,False,20.36363636363636,1.0,0.0,4.0,24.0,1.0,1481.0,14.0
IND,2011103002,False,22.66666666666667,10.0,0.0,4.0,26.0,2.0,1707.0,10.0
MIN,2011103003,False,24.375,6.0,4.0,3.0,32.0,4.0,1925.0,24.0
