Team,Game_ID,Home,Average Starting Field Position,Big Plays,Median Pass Yards,Median Rush Yards,Number Of Runs,Sacks,Time Of Possession,Total Points
NYG,2013121506,True,23.0,1.0,2.0,2.0,14.0,4.0,1562.0,0.0
MIN,2013121505,True,36.1,8.0,6.0,2.0,35.0,3.0,2186.0,48.0
MIA,2013121504,True,22.125,7.0,6.0,4.0,22.0,4.0,1719.0,24.0
JAC,2013121503,True,25.75,6.0,0.0,3.0,31.0,5.0,1645.0,20.0
IND,2013121502,True,29.299999999999997,6.0,3.0,2.0,35.0,1.0,1991.0,25.0
CLE,2013121501,True,20.200000000000003,6.0,4.0,3.0,17.0,0.0,1512.0,29.0
OAK,2013121511,True,18.41666666666667,10.0,2.0,3.0,33.0,0.0,2047.0,31.0
CAR,2013121510,True,35.77777777777777,8.0,6.5,3.5,34.0,2.0,1981.0,29.0
DAL,2013121512,True,21.909090909090907,9.0,2.0,4.5,18.0,3.0,1900.0,36.0
TEN,2013121509,True,25.91666666666667,11.0,6.5,2.0,19.0,3.0,2024.0,34.0
STL,2013121507,True,29.66666666666667,5.0,7.0,3.0,32.0,0.0,1670.0,27.0
PIT,2013121513,True,30.0,3.0,8.5,2.0,36.0,1.0,1896.0,29.0
DET,2013121600,True,22.545454545454547,9.0,0.0,4.0,28.0,1.0,1945.0,16.0
BUF,2013122200,True,21.272727272727266,6.0,2.5,3.0,47.0,1.0,,19.0
CAR,2013122201,True,22.799999999999997,4.0,0.0,2.0,17.0,4.0,1278.0,17.0
CIN,2013122202,True,23.75,9.0,7.0,2.0,35.0,2.0,2372.0,41.0
HOU,2013122203,True,25.615384615384613,5.0,0.0,3.0,26.0,3.0,1867.0,13.0
JAC,2013122204,True,27.875,5.0,5.0,2.0,21.0,2.0,1461.0,16.0
KC,2013122205,True,25.599999999999994,5.0,1.5,5.5,20.0,4.0,1295.0,7.0
WAS,2013122209,True,29.875,5.0,1.5,3.0,28.0,0.0,2027.0,23.0
NYJ,2013122206,True,20.285714285714292,8.0,3.0,4.0,36.0,0.0,1963.0,24.0
STL,2013122208,True,33.57142857142857,7.0,7.0,3.0,39.0,1.0,2046.0,23.0
SEA,2013122211,True,28.77777777777777,5.0,0.0,2.0,20.0,4.0,1356.0,10.0
DET,2013122210,True,25.58333333333333,5.0,3.0,3.0,35.0,2.0,2265.0,20.0
BAL,2013122214,True,22.0,6.0,0.0,3.0,27.0,4.0,1682.0,7.0
SD,2013122213,True,28.77777777777777,5.0,4.5,3.0,37.0,1.0,2082.0,26.0
GB,2013122212,True,27.454545454545453,8.0,0.5,4.0,30.0,3.0,1970.0,31.0
PHI,2013122207,True,32.400000000000006,13.0,6.0,5.0,34.0,2.0,1820.0,53.0
SF,2013122300,True,26.444444444444443,8.0,4.5,4.5,30.0,3.0,1772.0,33.0
PIT,2013122910,True,40.42857142857143,4.0,4.0,5.0,27.0,1.0,1817.0,20.0
NYG,2013122909,True,33.58333333333333,6.0,0.0,2.0,34.0,1.0,1899.0,20.0
CIN,2013122902,True,28.454545454545453,5.0,1.0,3.0,28.0,0.0,2037.0,33.0
TEN,2013122911,True,21.375,7.0,0.0,3.0,34.0,1.0,1935.0,16.0
IND,2013122904,True,27.375,5.0,5.5,2.0,27.0,1.0,2020.0,30.0
MIA,2013122905,True,21.200000000000003,6.0,0.0,4.0,21.0,0.0,1656.0,7.0
MIN,2013122906,True,27.700000000000003,4.0,1.5,6.0,17.0,3.0,1643.0,14.0
ATL,2013122900,True,22.0,7.0,4.0,2.0,19.0,9.0,2066.0,20.0
NO,2013122908,True,21.25,9.0,7.0,3.0,26.0,1.0,2052.0,42.0
NE,2013122907,True,35.66666666666667,6.0,4.0,4.5,40.0,1.0,1967.0,34.0
SEA,2013122915,True,28.299999999999997,3.0,4.0,2.0,33.0,4.0,2016.0,26.0
CHI,2013122901,True,34.625,6.0,3.0,4.0,24.0,1.0,1481.0,28.0
ARI,2013122912,True,17.909090909090907,10.0,2.0,3.0,21.0,1.0,1940.0,20.0
OAK,2013122913,True,24.599999999999994,4.0,0.0,2.0,18.0,2.0,1438.0,14.0
SD,2013122914,True,23.181818181818187,8.0,4.0,3.0,36.0,3.0,2228.0,27.0
DAL,2013122903,True,27.400000000000006,8.0,3.0,3.0,18.0,0.0,1817.0,22.0
SEA,2014090400,True,25.75,8.0,4.0,5.0,34.0,1.0,2000.0,36.0
ATL,2014090700,True,17.444444444444443,13.0,6.0,4.0,25.0,1.0,973.0,37.0
STL,2014090709,True,21.83333333333333,6.0,3.0,3.0,21.0,5.0,1903.0,6.0
PIT,2014090708,True,22.0,11.0,8.0,3.0,28.0,4.0,1936.0,30.0
PHI,2014090707,True,31.5,8.0,3.0,1.5,32.0,5.0,1846.0,33.0
NYJ,2014090706,True,31.25,8.0,4.0,4.0,32.0,2.0,2090.0,19.0
BAL,2014090701,True,19.909090909090907,4.0,3.0,3.0,21.0,3.0,1770.0,16.0
CHI,2014090702,True,17.5,5.0,7.0,4.5,18.0,2.0,2054.0,20.0
HOU,2014090703,True,20.714285714285708,3.0,6.0,3.0,31.0,1.0,1721.0,16.0
KC,2014090704,True,21.08333333333333,6.0,0.0,3.0,17.0,4.0,1336.0,10.0
MIA,2014090705,True,29.36363636363636,8.0,3.0,5.0,36.0,1.0,1827.0,33.0
TB,2014090711,True,22.900000000000006,4.0,4.0,2.0,17.0,3.0,1488.0,14.0
DAL,2014090710,True,17.0,7.0,5.0,5.0,23.0,3.0,1880.0,17.0
DEN,2014090712,True,24.75,6.0,4.0,3.0,28.0,1.0,1920.0,31.0
DET,2014090800,True,23.875,6.0,5.5,3.0,27.0,1.0,2164.0,35.0
ARI,2014090801,True,19.77777777777777,7.0,4.5,2.5,26.0,2.0,1909.0,18.0
BAL,2014091100,True,26.0,7.0,4.0,2.0,34.0,0.0,2108.0,26.0
BUF,2014091400,True,48.3,6.0,5.0,2.0,32.0,0.0,1723.0,29.0
WAS,2014091407,True,31.63636363636364,11.0,6.0,3.0,41.0,3.0,2317.0,41.0
TEN,2014091406,True,18.0,6.0,0.5,6.0,13.0,2.0,1129.0,10.0
NYG,2014091405,True,22.909090909090907,5.0,5.0,2.0,27.0,2.0,1949.0,14.0
MIN,2014091404,True,20.33333333333333,6.0,0.0,3.5,18.0,6.0,1701.0,7.0
CLE,2014091403,True,24.0,3.0,3.5,3.0,30.0,1.0,1690.0,26.0
CIN,2014091402,True,26.555555555555557,8.0,3.0,3.5,44.0,0.0,1969.0,24.0
CAR,2014091401,True,27.5,8.0,4.5,2.0,23.0,5.0,1759.0,24.0
TB,2014091409,True,25.625,9.0,7.0,2.5,30.0,1.0,1675.0,17.0
SD,2014091408,True,30.22222222222223,5.0,7.5,2.0,37.0,1.0,2535.0,30.0
OAK,2014091412,True,21.125,3.0,5.0,4.0,17.0,0.0,1284.0,14.0
GB,2014091411,True,25.099999999999994,5.0,4.0,3.5,20.0,4.0,1774.0,31.0
DEN,2014091410,True,21.799999999999997,6.0,6.0,2.5,18.0,1.0,1425.0,24.0
SF,2014091413,True,37.0,9.0,5.0,3.0,27.0,4.0,2031.0,20.0
IND,2014091500,True,25.444444444444443,5.0,1.5,3.0,37.0,0.0,2175.0,27.0
ATL,2014091800,True,21.77777777777777,11.0,11.0,2.5,36.0,1.0,1950.0,54.0
BUF,2014092100,True,19.33333333333333,5.0,2.0,3.0,22.0,3.0,1700.0,10.0
STL,2014092109,True,20.66666666666667,5.0,5.0,3.0,29.0,0.0,1967.0,30.0
PHI,2014092108,True,33.8,8.0,4.0,1.0,24.0,0.0,1484.0,37.0
NYG,2014092107,True,28.33333333333333,7.0,5.0,4.0,41.0,1.0,1954.0,30.0
NO,2014092106,True,18.0,6.0,7.0,3.0,30.0,1.0,2013.0,20.0
CIN,2014092101,True,29.14285714285714,3.0,5.0,3.0,30.0,0.0,1724.0,33.0
CLE,2014092102,True,20.5,8.0,6.0,3.0,29.0,1.0,1745.0,21.0
DET,2014092103,True,24.0,5.0,4.0,3.0,35.0,2.0,2292.0,18.0
JAC,2014092104,True,18.36363636363636,7.0,4.0,4.0,20.0,4.0,1377.0,17.0
NE,2014092105,True,25.66666666666667,2.0,4.0,2.0,29.0,2.0,1892.0,16.0
ARI,2014092110,True,23.714285714285708,7.0,3.0,3.0,24.0,0.0,1640.0,23.0
SEA,2014092112,True,21.92307692307692,3.0,6.0,3.0,36.0,3.0,2279.0,26.0
MIA,2014092111,True,28.66666666666667,5.0,0.0,5.0,20.0,4.0,1578.0,15.0
CAR,2014092113,True,26.5,6.0,5.0,2.5,10.0,3.0,1498.0,19.0
NYJ,2014092200,True,28.299999999999997,7.0,3.0,4.0,26.0,3.0,1912.0,19.0
WAS,2014092500,True,16.66666666666667,9.0,2.0,3.0,17.0,2.0,1363.0,14.0
CHI,2014092801,True,20.0,9.0,6.5,4.0,41.0,1.0,2182.0,17.0
HOU,2014092802,True,30.384615384615387,4.0,4.0,1.5,22.0,2.0,1856.0,22.0
IND,2014092803,True,27.0,10.0,8.0,2.0,37.0,0.0,2539.0,41.0
BAL,2014092800,True,24.14285714285714,10.0,8.5,2.5,30.0,0.0,1824.0,38.0
NYJ,2014092805,True,20.0,6.0,0.0,3.0,27.0,2.0,1507.0,17.0
PIT,2014092807,True,24.0,9.0,5.0,2.0,27.0,5.0,2050.0,24.0
OAK,2014092806,True,22.799999999999997,3.0,3.0,2.0,18.0,2.0,1746.0,14.0
SD,2014092808,True,24.400000000000006,7.0,8.0,2.0,20.0,2.0,1756.0,33.0
SF,2014092809,True,31.75,9.0,1.0,3.5,40.0,4.0,2536.0,26.0
MIN,2014092804,True,25.799999999999997,12.0,6.0,3.5,44.0,0.0,1972.0,41.0
DAL,2014092810,True,19.66666666666667,10.0,9.0,3.0,32.0,1.0,2085.0,38.0
KC,2014092900,True,22.66666666666667,7.0,6.5,4.0,36.0,2.0,2186.0,40.0
GB,2014100200,True,31.200000000000003,6.0,3.0,4.0,27.0,2.0,1671.0,41.0
CAR,2014100500,True,21.42857142857143,7.0,4.0,3.0,25.0,2.0,1621.0,30.0
TEN,2014100508,True,21.33333333333333,5.0,5.0,3.0,29.0,3.0,1843.0,28.0
PHI,2014100507,True,22.888888888888886,7.0,4.0,3.0,32.0,0.0,1619.0,32.0
NYG,2014100506,True,24.111111111111114,3.0,4.0,3.0,32.0,1.0,1901.0,30.0
NO,2014100505,True,27.75,7.0,4.5,3.5,28.0,0.0,2304.0,37.0
DAL,2014100501,True,23.400000000000006,6.0,4.0,5.0,33.0,1.0,1215.0,20.0
DET,2014100502,True,27.0,7.0,0.0,3.0,19.0,6.0,1653.0,13.0
IND,2014100503,True,27.5,9.0,3.5,3.0,29.0,1.0,2323.0,20.0
JAC,2014100504,True,22.33333333333333,4.0,4.0,2.0,15.0,1.0,1472.0,9.0
DEN,2014100509,True,28.4375,13.0,6.0,2.5,26.0,1.0,2117.0,41.0
SF,2014100511,True,21.125,8.0,0.0,4.0,37.0,3.0,2164.0,22.0
SD,2014100510,True,27.22222222222223,8.0,6.0,3.0,40.0,3.0,3234.0,31.0
NE,2014100512,True,23.5,11.0,7.0,3.0,43.0,1.0,2336.0,42.0
WAS,2014100600,True,17.36363636363636,6.0,4.0,3.0,17.0,1.0,1504.0,17.0
HOU,2014100900,True,17.700000000000003,7.0,2.0,4.5,24.0,5.0,1392.0,27.0
CLE,2014101203,True,27.33333333333333,8.0,0.0,3.0,38.0,1.0,1614.0,31.0
BUF,2014101201,True,23.111111111111114,9.0,1.5,3.0,23.0,5.0,1769.0,22.0
CIN,2014101202,True,28.77777777777777,7.0,6.0,3.0,31.0,1.0,2128.0,37.0
TEN,2014101208,True,29.375,8.0,4.0,2.0,23.0,3.0,1734.0,16.0
MIA,2014101204,True,31.700000000000003,7.0,5.0,3.0,23.0,1.0,1366.0,24.0
MIN,2014101205,True,24.545454545454547,2.0,0.0,3.0,17.0,8.0,1659.0,3.0
NYJ,2014101206,True,28.58333333333333,1.0,0.0,1.0,15.0,4.0,1586.0,17.0
TB,2014101207,True,18.0,9.0,0.0,3.5,18.0,5.0,1666.0,17.0
OAK,2014101209,True,29.111111111111114,6.0,5.0,4.5,20.0,0.0,1378.0,28.0
ATL,2014101200,True,22.63636363636364,6.0,0.0,3.0,12.0,4.0,1402.0,13.0
SEA,2014101211,True,30.700000000000003,3.0,0.0,3.0,18.0,2.0,1341.0,22.0
ARI,2014101210,True,28.625,5.0,1.0,2.0,23.0,1.0,2059.0,29.0
PHI,2014101212,True,32.18181818181819,10.0,6.0,3.5,36.0,1.0,1946.0,27.0
STL,2014101300,True,18.818181818181813,5.0,0.0,3.0,23.0,5.0,1882.0,17.0
NE,2014101600,True,28.900000000000006,7.0,3.0,4.0,15.0,1.0,1146.0,27.0
BAL,2014101900,True,34.14285714285714,8.0,7.0,2.5,36.0,1.0,1993.0,29.0
WAS,2014101908,True,26.444444444444443,7.0,4.0,2.0,25.0,3.0,1702.0,19.0
STL,2014101907,True,28.555555555555557,4.0,6.0,3.0,25.0,0.0,1656.0,27.0
JAC,2014101906,True,30.900000000000006,8.0,0.0,4.0,34.0,2.0,1893.0,24.0
IND,2014101905,True,22.75,10.0,5.5,5.0,34.0,2.0,2383.0,27.0
BUF,2014101901,True,23.0,7.0,3.0,3.5,18.0,6.0,,17.0
CHI,2014101902,True,35.5,3.0,4.0,3.0,14.0,3.0,1358.0,14.0
DET,2014101903,True,21.444444444444443,6.0,3.0,2.0,23.0,3.0,1938.0,24.0
GB,2014101904,True,22.0,7.0,5.0,4.0,27.0,2.0,1788.0,38.0
SD,2014101909,True,19.700000000000003,6.0,1.0,3.5,16.0,2.0,1260.0,20.0
OAK,2014101911,True,17.111111111111114,5.0,0.0,2.0,18.0,1.0,1383.0,13.0
DAL,2014101910,True,19.0,12.0,10.0,2.5,34.0,2.0,2029.0,31.0
DEN,2014101912,True,25.111111111111114,7.0,6.0,3.0,24.0,2.0,1679.0,42.0
PIT,2014102000,True,21.77777777777777,6.0,3.0,3.5,22.0,3.0,1926.0,30.0
DEN,2014102300,True,26.75,7.0,5.0,3.5,30.0,0.0,1846.0,35.0
ATL,2014102600,True,20.0,4.0,7.0,2.5,26.0,2.0,1716.0,21.0
TB,2014102607,True,20.63636363636364,3.0,2.0,2.0,23.0,5.0,1773.0,13.0
NYJ,2014102606,True,19.066666666666663,4.0,0.0,4.0,33.0,4.0,1937.0,23.0
NE,2014102605,True,38.125,11.0,8.0,3.0,31.0,1.0,1963.0,50.0
CAR,2014102601,True,27.714285714285708,4.0,0.0,3.5,30.0,3.0,1860.0,9.0
JAC,2014102603,True,23.727272727272734,6.0,0.0,3.0,30.0,4.0,1943.0,13.0
CIN,2014102602,True,24.57142857142857,5.0,4.5,3.0,33.0,2.0,1844.0,27.0
TEN,2014102608,True,25.230769230769226,4.0,5.0,3.0,13.0,2.0,1478.0,16.0
KC,2014102604,True,38.888888888888886,8.0,7.0,3.0,34.0,2.0,2138.0,34.0
ARI,2014102609,True,22.599999999999994,6.0,0.0,2.0,23.0,0.0,1730.0,24.0
PIT,2014102611,True,21.599999999999994,11.0,8.0,3.0,32.0,0.0,2383.0,50.0
CLE,2014102610,True,26.900000000000006,6.0,8.0,1.0,24.0,1.0,1508.0,23.0
NO,2014102612,True,33.66666666666667,10.0,6.0,4.0,31.0,2.0,1899.0,44.0
DAL,2014102700,True,19.400000000000006,7.0,4.5,4.0,25.0,5.0,1707.0,17.0
CAR,2014103000,True,21.5,4.0,0.0,5.0,23.0,4.0,1482.0,10.0
CLE,2014110201,True,24.0,8.0,1.5,2.0,28.0,3.0,1764.0,22.0
DAL,2014110202,True,25.299999999999997,4.0,0.5,2.0,25.0,1.0,1712.0,16.0
HOU,2014110203,True,16.5,6.0,0.0,3.0,28.0,4.0,1667.0,20.0
KC,2014110204,True,23.0,2.0,5.0,3.0,24.0,1.0,1705.0,24.0
CIN,2014110200,True,39.38461538461539,8.0,5.0,3.0,34.0,2.0,1964.0,33.0
MIA,2014110205,True,32.66666666666667,9.0,6.0,4.0,35.0,0.0,2167.0,37.0
MIN,2014110206,True,22.66666666666667,7.0,2.5,2.0,28.0,2.0,1826.0,29.0
SF,2014110207,True,21.900000000000006,4.0,5.0,3.0,21.0,8.0,1931.0,10.0
NE,2014110208,True,28.83333333333333,7.0,4.0,2.0,25.0,1.0,1773.0,42.0
SEA,2014110209,True,31.692307692307693,6.0,0.0,3.0,35.0,1.0,2106.0,29.0
PIT,2014110210,True,20.454545454545453,6.0,5.0,3.0,25.0,3.0,1886.0,43.0
NYG,2014110300,True,19.599999999999994,10.0,0.0,2.0,20.0,3.0,1613.0,24.0
CIN,2014110600,True,28.92307692307692,3.0,0.0,3.0,22.0,2.0,1451.0,3.0
BUF,2014110901,True,29.181818181818187,6.0,4.0,2.0,22.0,1.0,1835.0,13.0
DET,2014110902,True,27.0,8.0,5.0,3.5,18.0,3.0,1894.0,20.0
JAC,2014110903,True,25.0,5.0,2.0,2.0,24.0,4.0,1708.0,17.0
NO,2014110904,True,20.84615384615384,3.0,3.5,4.0,31.0,2.0,2160.0,24.0
BAL,2014110900,True,29.299999999999997,3.0,3.5,2.5,32.0,1.0,1847.0,21.0
NYJ,2014110905,True,41.166666666666664,4.0,0.0,4.0,33.0,4.0,1841.0,20.0
TB,2014110906,True,25.22222222222223,7.0,5.0,3.0,23.0,4.0,1812.0,17.0
OAK,2014110907,True,21.84615384615384,3.0,3.0,2.0,15.0,0.0,1658.0,17.0
ARI,2014110908,True,24.77777777777777,4.0,5.0,2.0,21.0,3.0,2000.0,29.0
SEA,2014110909,True,22.875,12.0,0.0,6.0,43.0,2.0,1992.0,38.0
GB,2014110910,True,28.42857142857143,7.0,3.5,4.0,32.0,0.0,1781.0,54.0
PHI,2014111000,True,28.5,10.0,3.0,2.0,19.0,1.0,1315.0,43.0
MIA,2014111300,True,20.0,6.0,5.0,4.0,23.0,5.0,1932.0,22.0
CHI,2014111601,True,27.875,7.0,5.5,2.5,30.0,0.0,2308.0,21.0
CLE,2014111602,True,25.909090909090907,9.0,0.0,2.0,23.0,2.0,1561.0,7.0
CAR,2014111600,True,25.58333333333333,8.0,5.0,3.0,25.0,2.0,1681.0,17.0
NO,2014111605,True,18.14285714285714,2.0,5.0,3.0,26.0,0.0,1846.0,10.0
WAS,2014111608,True,23.36363636363636,6.0,4.0,4.0,31.0,6.0,2050.0,7.0
STL,2014111607,True,24.0,5.0,2.0,3.0,33.0,3.0,2150.0,22.0
NYG,2014111606,True,25.599999999999994,10.0,0.0,3.0,21.0,2.0,1500.0,10.0
KC,2014111604,True,28.5,5.0,7.0,4.0,28.0,0.0,1443.0,24.0
SD,2014111609,True,27.41666666666667,3.0,4.5,3.0,32.0,2.0,2031.0,13.0
ARI,2014111610,True,21.33333333333333,8.0,4.0,1.5,22.0,0.0,1843.0,14.0
GB,2014111603,True,21.0,11.0,6.5,3.0,22.0,1.0,1962.0,51.0
IND,2014111611,True,22.125,7.0,1.5,1.0,17.0,1.0,1539.0,20.0
TEN,2014111700,True,31.625,6.0,6.0,3.0,15.0,0.0,1211.0,24.0
OAK,2014112000,True,23.0,4.0,1.0,3.0,29.0,1.0,1805.0,24.0
ATL,2014112300,True,21.57142857142857,4.0,5.0,3.0,23.0,2.0,1763.0,24.0
PHI,2014112307,True,43.63636363636363,8.0,6.0,2.0,34.0,2.0,1992.0,43.0
NE,2014112306,True,26.77777777777777,5.0,6.0,2.0,20.0,0.0,1786.0,34.0
MIN,2014112305,True,28.111111111111114,3.0,4.0,4.0,25.0,2.0,1695.0,21.0
IND,2014112304,True,26.888888888888886,6.0,1.0,3.0,33.0,5.0,2045.0,23.0
HOU,2014112303,True,17.66666666666667,1.0,0.0,2.0,19.0,1.0,1248.0,12.0
CHI,2014112302,True,29.375,3.0,1.5,3.0,26.0,3.0,1779.0,21.0
SEA,2014112309,True,36.666666666666664,9.0,3.0,3.0,27.0,7.0,2127.0,19.0
SD,2014112308,True,20.375,7.0,6.5,2.5,22.0,3.0,1869.0,26.0
SF,2014112311,True,20.83333333333333,5.0,8.0,3.0,27.0,2.0,1805.0,17.0
DEN,2014112310,True,28.625,9.0,5.0,3.0,33.0,1.0,2057.0,39.0
NYG,2014112312,True,21.5,5.0,6.0,3.0,32.0,2.0,2107.0,28.0
BUF,2014112301,True,22.33333333333333,5.0,5.0,2.0,29.0,1.0,1854.0,37.0
NO,2014112400,True,19.33333333333333,8.0,6.0,4.0,21.0,4.0,1785.0,27.0
DET,2014112700,True,19.299999999999997,11.0,6.0,2.0,23.0,2.0,2005.0,34.0
DAL,2014112701,True,19.700000000000003,5.0,0.0,3.0,24.0,4.0,1775.0,10.0
SF,2014112702,True,21.33333333333333,0.0,0.0,3.0,18.0,4.0,1481.0,3.0
IND,2014113003,True,24.5,7.0,7.0,2.5,20.0,1.0,1435.0,48.0
HOU,2014113002,True,20.66666666666667,10.0,6.0,2.0,34.0,0.0,1996.0,45.0
BUF,2014113001,True,28.66666666666667,4.0,1.0,3.5,30.0,1.0,1855.0,25.0
BAL,2014113000,True,33.85714285714286,7.0,6.0,2.0,32.0,0.0,1805.0,33.0
JAC,2014113004,True,18.799999999999997,7.0,0.0,3.0,21.0,7.0,1521.0,24.0
TB,2014113008,True,26.111111111111114,4.0,1.5,2.0,25.0,1.0,1763.0,13.0
STL,2014113007,True,27.111111111111114,5.0,5.0,3.0,25.0,1.0,1384.0,51.0
PIT,2014113006,True,21.91666666666667,9.0,2.5,3.0,23.0,1.0,2039.0,32.0
MIN,2014113005,True,32.5,4.0,3.0,4.0,24.0,3.0,1452.0,29.0
ATL,2014113009,True,29.444444444444443,9.0,6.5,2.5,32.0,1.0,2223.0,29.0
GB,2014113010,True,25.125,12.0,5.0,2.0,26.0,3.0,2195.0,26.0
KC,2014113011,True,27.909090909090907,4.0,0.0,2.0,14.0,6.0,1273.0,16.0
NYJ,2014120100,True,21.75,8.0,0.0,4.0,49.0,2.0,1955.0,13.0
CHI,2014120400,True,21.599999999999994,4.0,5.5,3.0,15.0,0.0,1633.0,28.0
CIN,2014120700,True,23.07142857142857,6.0,5.0,3.0,20.0,3.0,1635.0,21.0
WAS,2014120708,True,23.799999999999997,3.0,4.0,1.5,12.0,7.0,1631.0,0.0
TEN,2014120707,True,21.5,4.0,0.0,3.0,13.0,8.0,1517.0,6.0
NO,2014120706,True,24.08333333333333,4.0,1.0,4.0,17.0,2.0,1440.0,10.0
MIN,2014120705,True,25.599999999999994,8.0,5.0,3.0,28.0,3.0,813.0,29.0
MIA,2014120704,True,29.22222222222223,4.0,5.0,3.0,15.0,6.0,1782.0,13.0
CLE,2014120701,True,24.92307692307692,4.0,0.0,3.0,30.0,1.0,1856.0,22.0
DET,2014120702,True,30.0,7.0,6.0,2.0,28.0,4.0,2195.0,34.0
JAC,2014120703,True,25.36363636363636,4.0,0.0,3.0,22.0,4.0,1651.0,13.0
DEN,2014120710,True,37.285714285714285,6.0,5.5,3.0,27.0,0.0,1591.0,24.0
ARI,2014120709,True,25.0,7.0,0.0,3.0,32.0,2.0,1801.0,17.0
PHI,2014120712,True,23.400000000000006,2.0,0.0,3.0,22.0,3.0,1083.0,14.0
OAK,2014120711,True,22.42857142857143,8.0,6.0,2.0,31.0,1.0,1974.0,24.0
SD,2014120713,True,17.818181818181813,4.0,0.0,2.0,17.0,4.0,1527.0,13.0
GB,2014120800,True,29.888888888888886,9.0,6.0,4.0,29.0,1.0,1980.0,43.0
STL,2014121100,True,20.07692307692308,6.0,0.0,2.0,20.0,2.0,1535.0,6.0
ATL,2014121400,True,18.75,5.0,6.0,3.0,20.0,0.0,1757.0,20.0
NYG,2014121409,True,34.5,3.0,5.0,2.0,22.0,1.0,1647.0,24.0
NE,2014121408,True,27.25,8.0,6.0,2.0,28.0,0.0,1574.0,40.0
KC,2014121407,True,38.53846153846154,6.0,1.5,3.0,26.0,1.0,1799.0,30.0
IND,2014121406,True,20.200000000000003,4.0,0.0,6.0,25.0,2.0,1735.0,17.0
CLE,2014121404,True,19.111111111111114,2.0,0.0,3.0,17.0,3.0,1268.0,0.0
BAL,2014121401,True,22.400000000000006,6.0,6.0,3.0,24.0,0.0,1698.0,19.0
BUF,2014121402,True,31.0,5.0,0.0,3.0,30.0,3.0,,20.0
CAR,2014121403,True,31.125,6.0,6.0,3.0,31.0,3.0,2251.0,19.0
TEN,2014121411,True,25.090909090909093,7.0,0.0,3.0,27.0,1.0,1802.0,11.0
SD,2014121410,True,28.099999999999994,5.0,4.0,3.0,20.0,0.0,1636.0,10.0
DET,2014121405,True,21.200000000000003,5.0,2.0,3.5,22.0,0.0,1517.0,16.0
SEA,2014121412,True,24.285714285714292,6.0,0.0,4.0,30.0,5.0,1738.0,17.0
PHI,2014121413,True,20.799999999999997,5.0,0.0,3.0,21.0,4.0,1090.0,27.0
CHI,2014121500,True,23.400000000000006,8.0,0.0,4.5,20.0,7.0,1584.0,15.0
JAC,2014121800,True,22.111111111111114,5.0,0.0,3.0,25.0,4.0,1508.0,21.0
WAS,2014122000,True,26.285714285714292,5.0,3.5,2.0,28.0,2.0,1676.0,27.0
SF,2014122001,True,28.545454545454547,8.0,4.0,4.0,40.0,2.0,931.0,34.0
MIA,2014122103,True,27.36363636363636,8.0,5.0,4.5,24.0,2.0,1980.0,37.0
HOU,2014122102,True,28.818181818181813,5.0,0.0,2.0,38.0,1.0,2049.0,25.0
CHI,2014122101,True,31.66666666666667,3.0,0.5,2.5,22.0,2.0,1684.0,14.0
CAR,2014122100,True,23.0,9.0,3.0,4.0,43.0,1.0,2283.0,17.0
NO,2014122104,True,24.818181818181813,3.0,4.0,3.0,17.0,5.0,1658.0,14.0
TB,2014122107,True,21.0,3.0,0.0,1.0,14.0,7.0,1282.0,3.0
PIT,2014122106,True,25.33333333333333,4.0,5.5,3.0,22.0,1.0,1733.0,20.0
NYJ,2014122105,True,24.111111111111114,9.0,5.0,2.0,32.0,2.0,1941.0,16.0
STL,2014122108,True,29.099999999999994,7.0,7.5,3.5,20.0,2.0,1513.0,27.0
OAK,2014122110,True,29.63636363636364,7.0,0.0,1.0,34.0,1.0,,26.0
DAL,2014122109,True,30.66666666666667,8.0,9.5,2.0,40.0,1.0,2129.0,42.0
ARI,2014122111,True,20.25,3.0,0.0,2.0,15.0,4.0,1617.0,6.0
CIN,2014122200,True,35.91666666666667,6.0,3.0,2.0,35.0,0.0,1898.0,36.0
BAL,2014122801,True,31.900000000000006,11.0,4.0,1.5,26.0,1.0,1754.0,20.0
WAS,2014122812,True,22.91666666666667,8.0,5.0,3.0,24.0,3.0,1779.0,17.0
TEN,2014122811,True,24.090909090909093,3.0,0.0,3.0,23.0,4.0,1594.0,10.0
TB,2014122810,True,27.14285714285714,3.0,4.0,3.0,39.0,3.0,1967.0,20.0
NYG,2014122808,True,22.714285714285708,9.0,1.0,3.0,25.0,0.0,2077.0,26.0
NE,2014122807,True,23.111111111111114,4.0,0.0,4.0,25.0,4.0,1857.0,9.0
HOU,2014122803,True,21.700000000000003,5.0,6.5,3.0,37.0,3.0,2388.0,23.0
KC,2014122804,True,33.85714285714286,4.0,0.0,4.0,25.0,4.0,1719.0,19.0
MIA,2014122805,True,20.299999999999997,5.0,0.0,5.0,20.0,7.0,1724.0,24.0
MIN,2014122806,True,26.75,8.0,4.5,3.5,30.0,3.0,1707.0,13.0
DEN,2014122813,True,32.91666666666667,8.0,4.0,3.0,33.0,1.0,1981.0,46.0
SF,2014122814,True,19.285714285714292,9.0,2.0,5.0,30.0,1.0,1750.0,20.0
GB,2014122802,True,28.714285714285708,7.0,6.5,3.0,38.0,1.0,2060.0,29.0
SEA,2014122815,True,23.25,7.0,3.5,4.0,31.0,3.0,1871.0,19.0
ATL,2014122800,True,17.625,4.0,2.5,3.0,16.0,6.0,1727.0,3.0
